ID;Edad;Experiencia;Ingreso;Postal;Familia;credito;educacion;cuenta de ahorros;servicios online;Mora
4468;55;30;99;91768;1;0.1;3;0;0;0
1547;33;9;105;95136;1;4;1;0;1;0
642;35;10;139;95060;2;7.8;1;0;0;0
2906;64;40;8;94110;2;0.3;3;0;1;0
3770;29;4;134;90095;2;3.3;1;0;0;0
467;25;0;13;91342;2;0.9;3;0;1;0
3095;50;23;19;90272;1;0.5;2;0;0;1
100;66;41;15;91711;3;0.1;3;1;1;0
656;50;25;13;91109;2;0.7;3;0;0;0
3500;49;23;114;94550;1;0.3;1;0;1;0
4338;26;2;182;93010;2;3.2;2;0;0;0
1928;35;10;62;93106;3;2.3;1;0;0;0
2545;58;34;90;95039;1;3.6;2;0;0;0
715;50;23;98;92068;3;2;2;0;0;0
674;34;10;22;95670;1;0.5;3;0;0;0
3600;45;19;23;93101;2;0.1;3;0;1;1
4344;38;14;63;95422;1;3.6;2;0;1;0
4565;58;32;28;90095;2;0.3;1;0;0;0
644;45;21;NA;91902;2;1.4;1;1;1;0
3329;45;20;22;90230;1;0.1;1;0;0;0
3918;41;15;89;94608;3;0.1;1;0;1;0
1279;36;10;74;94305;1;2.5;1;0;0;1
4568;46;20;19;94105;3;0.5;2;0;1;0
1221;41;17;NA;94143;2;8;1;0;1;0
3679;49;25;30;92093;4;0.6;1;0;0;0
141;51;25;31;90245;2;0.4;3;0;1;1
3157;54;30;24;92647;1;0.1;2;0;0;0
2190;48;NA;128;94309;1;0.6;1;0;1;1
1566;34;9;104;95758;3;1.2;3;0;1;0
4396;66;41;25;94720;4;0.6;2;0;1;1
3149;48;22;19;95616;2;0.1;3;0;0;0
4867;41;17;NA;94801;2;3.2;1;1;1;1
1180;36;11;98;90291;3;1.2;3;0;0;1
4207;48;23;29;93711;1;1.3;2;0;0;0
2298;59;NA;31;94063;3;0.4;2;0;1;1
4003;59;34;NA;94015;2;2.8;1;0;1;0
2050;43;18;NA;92717;4;1.1;2;0;1;0
1478;40;14;64;91320;4;0.2;3;0;1;1
2790;27;3;34;90065;1;0.2;3;0;1;1
2366;43;18;22;91311;2;0.3;2;0;0;0
3230;33;9;64;92507;4;3.4;1;0;0;0
261;51;27;58;92407;1;0;1;0;0;1
1577;43;18;98;92131;2;0.4;1;0;1;0
4215;46;22;89;94303;1;2.7;1;1;1;1
4053;43;19;54;94608;2;1.7;1;0;1;0
3872;40;16;125;91304;2;1.9;1;0;0;1
4786;30;5;23;94304;2;0.9;3;0;1;0
2768;48;24;59;90401;1;0;1;0;1;0
3270;58;34;68;94305;2;2.8;1;0;0;0
912;47;21;68;94538;4;2.6;3;0;0;0
2237;51;24;23;95616;1;0.5;2;0;1;0
2161;43;17;55;93933;3;2.2;2;0;0;0
4024;51;25;175;90089;3;0.7;1;0;0;0
3225;45;21;58;94025;3;0.3;3;0;1;0
552;59;34;14;93118;1;0.1;1;0;1;1
492;42;NA;34;92115;4;0.3;1;0;1;0
2485;46;21;30;92697;1;1.4;3;0;0;0
1167;30;5;112;91711;4;5;2;0;0;1
2027;59;33;80;93907;2;0.7;2;0;1;0
137;59;32;49;95035;4;2.5;2;0;1;0
4408;NA;13;71;90755;2;1.7;2;0;1;1
4434;62;38;44;92612;1;1.9;2;1;0;1
3197;NA;7;73;94043;4;1.8;3;0;1;1
2640;52;26;59;95762;3;3;2;0;1;0
953;44;20;180;93943;2;7.6;1;0;0;1
4475;66;41;73;95817;3;2.4;1;1;0;0
4523;31;5;29;90630;1;0.3;1;0;0;0
4766;58;34;82;94025;1;4.3;1;0;0;0
4708;59;35;91;95008;2;1.6;1;0;0;1
3619;35;8;48;92697;2;1;2;0;1;0
4845;31;6;81;90840;2;2.5;1;0;0;0
4615;56;30;15;92093;4;0.7;3;0;0;0
2329;NA;2;130;92182;3;4.4;1;0;1;0
4211;35;8;43;95819;2;1.67;2;1;0;0
1540;NA;5;21;90601;3;0.9;3;0;0;0
4015;56;32;23;94720;4;0.7;1;0;1;1
3098;58;32;44;92182;3;2.2;3;0;0;0
3181;27;3;103;92121;2;0.6;1;0;0;0
2131;55;31;74;94607;3;2.67;1;0;0;1
2445;60;35;NA;94701;3;0.5;2;0;1;1
4073;42;17;78;92521;1;1;3;0;1;0
1699;44;20;149;92121;1;1.7;1;0;1;0
354;53;29;55;95818;4;1.1;2;1;1;0
1263;26;1;NA;94720;2;1.6;3;0;1;0
4626;45;21;102;92037;4;4.7;2;0;0;0
1514;45;21;183;95211;2;1.4;1;0;0;0
3177;48;24;14;91330;3;0.4;1;0;1;0
748;57;32;21;94112;3;0.1;2;0;1;0
4888;41;15;49;90245;3;0.9;3;0;1;1
2125;35;9;44;92054;3;0.9;1;0;0;0
3980;38;14;90;93010;2;0;1;0;1;1
1002;57;32;55;90717;4;2.1;1;0;1;0
4652;48;24;58;94005;2;1.7;1;1;0;0
3466;65;41;42;95616;1;1.9;2;0;0;0
1563;34;9;89;91763;1;0;1;0;1;0
1936;34;9;191;94086;1;4.8;3;0;1;1
43;32;7;132;90019;4;1.1;2;0;1;0
3953;61;36;124;94611;2;3.9;1;0;0;1
4692;41;17;65;90024;3;2.1;3;0;1;0
4985;27;1;98;94043;4;2.3;3;0;0;1
3731;NA;6;112;92093;3;2.5;1;0;1;0
904;43;18;59;90048;1;2.4;1;0;1;0
4665;62;37;83;93657;4;0.1;2;0;0;0
838;NA;4;24;92096;1;0.4;2;0;1;0
739;36;10;80;94596;4;2.2;2;0;1;0
3484;60;36;195;90066;1;4.7;1;0;1;0
3718;61;37;73;94550;3;2;3;0;0;0
1648;35;5;68;90509;4;1.8;3;0;0;0
3430;39;14;28;91320;2;1.4;2;0;0;1
2973;31;7;38;92182;1;1.8;2;0;1;1
2496;46;22;70;94701;4;1.9;1;0;0;1
4634;31;5;50;93106;1;1.5;1;0;1;0
2081;65;40;69;91706;4;0.1;2;0;1;0
3244;52;NA;31;92054;4;1.5;3;1;1;0
4419;59;34;NA;95125;4;1.8;1;0;1;0
1457;36;NA;39;90095;4;1.7;1;0;1;0
3783;30;NA;80;91311;4;2.2;2;0;1;0
3173;NA;9;23;95670;4;0.3;1;0;0;0
59;28;2;93;94065;2;0.2;1;0;0;0
36;48;24;81;92647;3;0.7;1;0;0;0
3169;51;25;180;94701;1;1.7;1;0;1;0
472;50;NA;30;91768;4;0.1;1;0;1;1
1605;55;29;NA;90502;2;3.6;3;0;0;1
1191;39;15;NA;93117;2;8;1;0;0;0
4846;45;21;128;94305;1;4.7;1;0;0;0
502;50;26;39;90640;3;1.9;2;0;1;0
4727;34;10;38;95039;1;1.33;1;0;1;0
755;38;14;102;95020;2;1.9;1;0;1;1
478;64;39;NA;95112;4;0.4;2;0;1;0
3842;30;NA;81;94305;2;0.2;1;0;1;0
1240;51;26;12;90245;2;0.7;3;0;1;1
2459;46;20;72;93108;2;0.8;3;0;1;1
1677;46;20;74;92821;4;2.6;3;0;1;0
1727;59;NA;71;91335;2;2.3;3;1;1;1
1421;30;4;NA;91605;1;0.3;1;0;1;1
2063;57;31;55;92521;3;2.5;1;0;1;1
4125;53;29;NA;90064;2;0.2;3;0;0;0
3074;29;5;149;94611;1;1.5;1;0;1;0
358;38;14;42;94610;1;2;2;0;1;0
326;54;28;89;95039;1;1.9;2;1;1;1
2527;26;1;50;95616;4;0.6;2;0;0;0
2013;57;31;51;93943;1;1.4;1;0;1;1
4330;59;33;10;94063;4;0.7;3;0;1;0
4838;36;10;183;95348;2;0;1;0;0;0
2400;62;36;41;90245;2;1;3;0;1;0
4663;56;NA;59;94303;2;1.9;2;0;1;0
3324;60;35;20;92110;1;1.3;1;0;1;0
2775;53;29;NA;94066;2;0.3;1;1;1;0
1510;56;26;92;92647;2;4.5;3;1;0;1
776;65;NA;23;92835;3;0.7;2;0;0;1
4861;51;25;34;93106;3;0.6;2;0;1;0
1355;35;10;179;91942;1;8.6;1;0;0;0
823;61;35;60;96091;3;1.4;3;0;0;0
4856;58;32;130;94720;2;2.7;1;0;1;0
2856;35;11;38;91706;1;1.5;2;0;1;0
1810;35;10;79;95045;4;2.1;3;0;1;0
2259;59;33;93;91320;2;0.7;2;0;0;0
3106;30;4;23;94122;4;0.3;2;0;0;0
3433;47;23;32;95370;1;1;1;0;0;1
3140;52;26;95;92130;1;0.3;1;0;1;0
676;29;2;33;91711;1;2;2;0;0;0
3356;49;23;93;90036;1;2.4;1;0;1;1
4107;48;22;54;93106;1;1.2;2;0;0;0
311;NA;32;39;90277;4;0.9;1;0;1;1
1717;32;8;200;91330;2;6.5;1;0;1;0
1778;52;27;34;93117;2;0.7;2;0;1;1
2894;38;14;70;94022;4;2;3;0;1;0
3135;54;30;22;95060;2;0.4;1;0;1;0
4679;33;7;115;93305;1;2.7;2;0;1;0
303;45;21;152;94550;2;7.5;1;0;1;0
2581;31;7;149;92624;1;6;1;0;0;0
174;58;34;42;90095;4;1.5;1;0;1;1
4323;38;14;44;91320;2;1.7;1;0;0;0
3273;35;9;85;92121;2;1.8;1;0;0;0
3124;44;17;22;94546;3;1;2;0;1;1
2446;47;23;25;93106;1;0.9;3;0;1;0
3850;42;18;34;92653;1;2;2;1;0;0
2591;46;20;152;95814;1;7.4;3;0;1;1
1738;44;19;70;92399;1;0.2;2;0;0;0
2280;47;23;34;91711;4;0.6;1;0;1;1
1295;34;10;71;95003;1;0.1;1;0;1;1
1916;37;NA;69;91911;3;2.1;1;1;0;0
4941;46;22;19;92870;3;0.5;1;0;1;0
716;47;NA;32;92130;1;1;1;1;1;1
1645;59;35;33;91355;4;0.4;1;0;0;1
664;46;20;49;90503;3;2.2;2;0;0;0
756;56;30;45;91103;4;0.7;2;0;0;1
779;62;NA;92;94801;2;0.7;2;1;1;0
4460;32;8;115;90064;1;4;1;0;0;0
226;39;13;93;94720;1;1.5;3;0;0;1
239;57;32;28;95831;3;0.2;1;1;1;1
2266;47;23;88;94305;4;1.4;2;0;0;0
4224;53;26;8;94709;1;0.5;2;1;0;1
2687;50;24;81;95053;2;0.4;3;1;0;0
1507;52;27;25;95138;2;0;1;0;1;1
2945;55;30;79;92182;2;0;3;0;0;0
2730;58;34;63;90007;4;1.5;1;0;1;0
1688;63;39;83;90025;3;2;3;0;1;1
2406;57;32;13;94588;4;0.9;2;1;1;0
2145;33;6;168;94720;3;5.67;2;0;1;0
1797;57;32;42;92831;2;2.1;3;0;1;0
3457;46;22;125;94536;2;4.7;3;0;1;0
819;51;27;42;95039;4;1.1;2;0;1;1
3294;44;20;62;94939;2;2.5;1;0;1;0
4002;61;35;81;94709;4;1.9;2;0;0;0
4043;29;3;190;92612;2;4.5;1;0;1;1
3886;32;2;69;93943;4;4;3;0;1;0
3533;38;12;141;94022;2;0;1;0;1;1
1066;25;NA;113;90401;3;2.5;1;0;0;1
2019;63;39;160;90089;2;2.1;1;0;1;1
1484;58;32;63;92717;1;1.6;1;0;1;0
2239;48;22;35;92709;1;1.4;3;0;1;0
607;34;8;81;91741;3;0.9;2;0;1;0
827;48;21;23;93555;3;0.67;2;0;1;0
4200;43;19;81;90630;4;0.2;3;0;0;1
324;59;34;99;90034;1;4.4;1;0;0;0
362;NA;19;153;90254;2;7.5;1;1;1;0
129;38;14;74;92182;2;0;1;0;1;0
2149;NA;30;NA;92007;2;3.2;3;0;0;0
228;47;23;148;94551;2;7.5;1;0;1;1
4046;57;31;38;94720;4;0.7;2;0;1;0
2510;36;11;8;93401;4;0.2;3;0;0;1
1456;63;39;160;91330;2;2.1;1;0;0;1
3250;NA;25;81;92806;1;1.2;1;0;0;0
2481;39;13;50;91768;2;2.4;2;1;0;0
2862;42;18;60;92677;4;0.2;3;0;0;1
4020;62;36;28;95020;3;0.7;2;0;1;0
2245;57;31;53;92806;1;0.8;2;0;0;0
110;43;17;49;94542;1;2.8;1;0;1;0
3921;34;8;NA;93106;2;1.5;3;0;1;1
982;36;12;142;90064;3;2.3;2;0;1;1
957;37;11;43;90250;1;2;1;0;1;0
2948;NA;21;NA;90024;2;3.3;1;0;0;0
3344;62;37;125;94801;1;1;3;0;1;0
3295;42;12;29;93611;3;2;3;0;0;0
2849;24;-1;78;94720;2;1.8;2;0;0;0
1203;35;11;24;95521;4;0.4;2;0;0;0
4158;34;10;22;94545;3;0.9;3;0;1;0
1662;38;14;64;92093;1;1.5;3;0;0;1
2316;52;26;182;95818;2;1.4;2;0;1;0
160;61;35;41;94545;4;1.7;2;0;1;0
1001;59;35;8;92691;4;0.7;1;0;0;0
1933;64;39;73;90073;3;2.4;1;0;0;0
84;NA;9;50;94305;1;2.4;2;0;0;0
1335;47;22;35;94304;2;1.3;1;0;1;0
3373;NA;29;81;94928;4;4.9;1;1;1;0
4928;43;19;121;94720;1;0.7;2;0;1;1
42;34;9;60;94122;3;2.3;1;0;0;0
1601;60;36;NA;92028;2;6;1;0;1;0
1735;NA;10;79;94720;4;2.1;3;0;1;0
2691;64;38;29;90245;3;0.7;2;0;1;0
3263;44;19;85;90024;2;3.8;3;0;1;0
2582;60;34;25;94132;4;0.7;3;0;1;0
1081;47;22;NA;90717;4;0.4;2;0;1;0
1824;33;8;NA;91320;1;0;1;0;1;1
2168;65;40;162;94596;1;1.3;1;0;1;0
3031;50;26;110;94509;3;1.8;2;0;1;0
4662;43;19;129;95039;1;5;1;0;1;0
1585;46;20;25;93401;4;0.6;3;0;0;0
2039;50;24;NA;94551;1;7.3;1;0;1;1
4456;56;31;28;94040;1;1.5;2;0;1;1
3393;32;7;58;92612;1;1;1;0;1;0
1981;45;19;141;94706;1;2.4;1;0;1;0
3317;56;26;63;94501;3;2;3;0;1;0
3629;42;18;131;94949;1;3.4;1;0;0;1
516;41;16;113;92780;1;1;3;0;0;1
1498;45;NA;73;95020;1;0.8;3;0;1;0
1756;28;3;55;92647;4;1.7;2;0;1;1
2692;61;36;119;95064;2;5.4;2;0;1;0
181;51;NA;38;90401;2;1;3;0;1;0
890;24;-2;82;91103;2;1.6;3;1;1;1
4997;30;4;15;92037;4;0.4;1;0;1;0
1141;32;NA;13;94611;4;0.3;1;0;1;1
3715;49;23;65;94720;2;0.4;3;0;0;1
1055;63;38;8;95136;4;0.6;2;0;1;0
459;48;24;20;95841;1;1;1;0;1;1
263;49;23;33;90245;1;0.3;3;0;1;1
4473;NA;25;90;95616;1;2.8;2;0;1;0
1424;55;30;64;90250;2;2.3;3;0;0;0
308;42;18;33;90401;1;1.4;3;0;1;0
4525;48;24;NA;94542;3;0.7;1;0;1;1
1896;26;2;72;95003;4;2.6;1;0;1;0
4205;40;16;61;91711;3;2.1;3;0;0;0
3587;40;15;132;94131;2;3.9;1;0;1;0
3232;NA;37;24;90717;1;0.3;3;0;1;0
3460;26;1;88;94025;2;1.8;2;0;0;0
4274;44;19;83;95812;2;3.8;3;0;0;1
54;50;26;190;90245;3;2.1;3;0;1;0
2794;NA;33;NA;94301;2;6;1;0;1;1
2150;48;22;150;95039;1;7.3;1;0;0;0
2524;49;23;100;95403;2;6.3;1;0;0;0
4672;39;14;104;95035;1;4;3;0;1;1
740;49;23;82;91902;2;2.4;2;0;0;0
1481;67;42;32;93943;1;1.1;3;0;0;1
3229;27;NA;45;94305;2;1.7;2;0;0;1
2107;62;38;132;90210;1;2.9;1;0;0;0
2982;53;28;85;92037;1;1.2;1;0;0;0
4860;34;8;165;91107;1;7;3;0;0;0
2409;48;NA;85;94105;3;1.1;1;0;1;0
2963;23;-2;81;91711;2;1.8;2;1;0;0
4566;NA;8;120;92614;2;4.2;3;0;0;1
2597;33;8;39;95032;3;2.3;1;0;0;0
3334;37;13;79;91711;4;0.1;2;1;1;0
3068;31;NA;101;94501;1;2.9;3;0;0;0
4373;34;NA;41;91765;1;2.4;2;0;0;0
2940;54;24;25;90016;4;0.4;3;0;0;1
1847;56;32;15;90089;1;0.1;2;0;1;0
1709;46;20;12;90250;4;0.6;3;1;0;1
2197;51;24;189;95211;4;4.75;2;0;1;0
954;51;NA;NA;92130;4;0.2;2;0;1;0
1823;48;23;112;93014;1;5.1;2;1;1;0
962;35;9;30;94114;4;1;1;0;1;0
3283;45;21;NA;95054;1;4.7;1;0;1;0
4401;34;NA;44;94143;1;1.33;1;0;1;0
3310;52;27;43;94611;4;0.2;2;0;1;0
4427;33;8;140;95814;1;4.6;1;0;1;0
926;NA;18;31;94720;1;0.3;3;0;0;1
3865;62;32;142;95112;2;2.8;3;0;0;1
2860;35;11;188;94596;1;0.9;3;0;1;0
2803;52;22;154;90650;1;5;3;0;1;0
1775;43;18;83;93109;3;0.5;3;0;0;1
1267;64;39;113;92121;1;0.8;3;0;0;1
268;47;22;81;90504;1;2.9;1;0;0;0
1441;42;15;41;94610;3;2.5;2;0;1;0
1260;52;27;NA;95616;4;0.2;2;0;1;0
4382;33;8;39;94542;4;0.8;1;1;1;0
1278;45;20;NA;92110;2;8.8;1;0;0;0
2780;59;35;168;95521;4;4.1;2;0;1;0
4678;25;0;38;93407;2;1.6;3;0;0;0
2334;45;21;61;95812;3;0.7;1;0;1;1
1746;37;12;40;90065;2;1.1;2;0;0;1
777;50;26;135;92121;2;4.6;3;0;1;0
3959;59;34;23;90009;4;0.4;2;0;0;0
2218;48;24;162;91355;4;3.3;2;0;1;0
1169;62;37;NA;91706;1;1.1;3;0;1;0
96;38;NA;48;95617;4;0.2;3;0;1;0
1653;48;18;182;92626;4;6;3;0;1;0
48;37;12;194;91380;4;0.2;3;0;1;1
2952;26;2;132;94720;2;2.4;3;1;0;1
1135;NA;14;42;95616;1;2.5;3;0;1;0
1525;NA;NA;155;94002;4;0.1;3;0;1;1
675;49;23;59;95827;3;2.1;1;0;0;0
1764;NA;24;134;94105;1;5;1;0;0;1
1493;33;8;133;90024;1;0;1;0;1;0
4635;42;17;29;94928;1;0.6;3;0;1;0
80;50;26;19;94720;2;0.4;1;0;1;0
4177;44;18;75;95131;1;0.7;3;0;0;1
4779;52;27;22;90755;4;0.8;1;0;1;1
4918;36;10;33;95616;4;1.2;2;0;1;0
2719;59;33;68;95064;2;2.3;3;0;0;0
4227;37;13;45;94591;1;1.8;1;0;0;0
1199;40;14;42;94801;2;0.7;1;1;1;0
2233;59;33;140;95035;2;0.5;1;1;1;0
65;47;23;NA;90024;2;3.3;1;0;0;0
387;30;5;41;95051;4;1.7;2;0;1;0
2271;26;2;51;92103;4;2.6;1;0;1;0
763;32;6;85;90504;1;2.7;2;0;1;0
3461;63;37;84;92691;4;2.4;3;0;1;1
4863;33;7;44;95605;1;0.3;1;0;0;0
3100;65;40;115;92647;1;2.5;1;0;0;1
2805;56;32;33;95014;3;1.5;1;0;0;0
2819;35;9;40;93943;3;0.9;1;0;1;1
2832;53;27;45;90405;2;0.8;3;1;1;1
3372;44;18;33;95351;3;0.5;2;0;0;0
1447;NA;4;22;92661;2;0.9;3;0;0;0
965;27;1;78;92037;4;2.3;3;1;1;0
2388;28;2;51;94720;4;1.8;3;0;0;1
3363;30;NA;18;90277;2;0.3;2;0;1;0
2122;41;17;38;92182;4;2.2;2;0;0;1
2667;NA;7;NA;92126;3;0.6;2;0;1;0
836;58;33;142;92691;2;3.9;1;0;1;1
4710;26;1;35;90089;2;1.7;2;0;0;1
853;33;7;29;92064;1;0.6;3;0;0;1
745;45;20;154;94720;2;2.8;1;0;1;0
4930;62;36;39;92028;2;0.3;1;0;1;0
839;45;20;29;92507;4;1.9;3;0;0;0
3488;29;4;104;91711;4;1.8;3;1;0;1
4243;46;21;68;94720;1;0.2;2;0;1;0
1590;57;NA;124;90049;1;0.2;2;0;1;0
1438;28;3;123;92007;1;0.8;1;0;0;0
1026;62;37;50;94545;3;1.5;1;0;1;0
2488;45;20;40;92886;1;0.5;3;0;1;0
1937;NA;NA;82;90291;3;3;2;1;1;0
2947;33;NA;145;94110;1;4.3;1;0;1;0
3594;60;34;44;90018;2;0.3;1;0;1;0
397;50;24;29;93023;4;0.1;1;0;0;0
3289;56;30;140;94122;4;0.5;1;1;0;0
4326;59;35;52;95616;4;1.5;1;0;1;1
4130;29;3;10;91320;4;0.4;1;0;1;1
3259;41;17;42;91910;4;2.2;2;0;1;0
4371;27;3;18;93524;1;0.4;3;0;0;0
4854;45;NA;41;91109;1;0.2;1;0;1;0
1777;50;26;42;94080;4;1.1;2;1;1;0
4651;47;23;63;95521;1;0.8;3;0;1;0
1692;56;32;48;94117;1;1.6;3;0;0;1
2094;48;23;75;94111;4;3.6;3;0;1;1
2930;32;6;22;94061;4;0.3;1;0;0;0
2016;30;5;141;95747;1;0.8;1;0;1;0
849;57;NA;NA;94720;4;0.9;2;0;1;0
3006;62;36;148;94111;3;7;2;0;1;0
1519;43;17;64;95053;4;3;3;0;1;0
2554;39;15;91;93907;2;1.7;2;0;0;0
3702;58;33;95;90503;1;2.6;1;0;1;0
1371;NA;5;20;94545;4;0.5;3;0;0;0
4432;38;12;60;92806;2;1.8;1;1;1;0
1045;49;24;79;95827;1;0.2;2;0;1;1
963;47;21;NA;95833;1;0;1;0;0;0
3215;61;37;33;91775;3;0.1;3;0;1;0
4557;55;29;79;94608;2;1.1;1;0;1;0
4986;48;23;30;94720;3;1.7;2;0;1;0
1349;38;14;35;95051;1;1.5;2;0;1;0
4929;57;33;28;90245;1;1.2;3;0;1;0
3116;NA;5;111;94305;2;0.2;1;0;0;0
2137;50;26;115;95008;1;1.2;3;0;0;1
2413;61;36;59;93118;4;1.7;1;0;0;0
934;50;23;9;92064;2;1;2;0;1;0
2981;25;NA;53;94305;3;2.4;2;0;0;0
944;NA;4;80;94701;4;1.8;2;0;0;0
4611;37;13;79;91330;1;3.6;2;1;1;0
1643;NA;3;84;95814;3;1.5;1;0;1;1
375;30;NA;98;91941;2;3.1;1;0;1;0
2758;63;38;50;93943;2;2.8;1;0;0;0
1614;60;34;52;94305;4;1.7;2;0;1;0
2763;56;31;65;93403;2;3.7;1;0;1;0
2712;39;14;34;94939;4;1.7;1;0;1;1
1803;29;NA;121;92806;2;1.3;1;1;0;0
2748;38;12;30;91765;2;1.4;3;0;0;1
1657;40;15;175;92646;2;3.3;1;0;1;0
2470;43;18;89;92780;1;0.1;2;0;0;1
4074;51;27;19;92120;1;0.2;1;0;0;0
946;57;32;33;91745;1;1.5;2;0;1;0
1592;39;13;72;95817;2;2.8;1;0;1;0
1693;58;32;32;93014;3;1.4;1;0;1;0
2474;57;32;39;92182;4;0.9;1;1;0;0
1903;39;14;85;94005;3;1.2;3;0;1;1
104;43;18;22;95670;2;0.3;2;1;1;0
4474;NA;5;18;92115;2;0.3;1;0;1;1
229;47;22;53;92677;4;1.9;3;0;0;1
4032;42;18;29;91320;1;0.3;3;0;1;0
4800;44;20;33;94306;4;0.3;1;1;0;1
335;48;NA;45;95053;1;1.3;2;0;1;0
1242;64;38;39;92120;1;0.5;3;0;1;1
1402;40;15;84;94521;1;3.7;3;0;1;0
1606;54;28;83;93555;3;0.8;1;0;1;0
2000;48;22;80;93940;2;2.4;2;0;1;0
1961;44;19;30;95616;4;0;2;0;1;0
4109;64;39;73;94025;3;2.2;1;0;0;1
373;56;30;44;93105;4;0.7;2;0;1;0
2703;42;18;144;94063;2;6.1;1;0;0;0
1367;60;34;33;91107;2;0.3;1;1;1;0
3630;50;26;82;95051;1;0;1;1;1;1
4739;56;32;44;94575;3;1.5;1;0;1;0
659;NA;26;35;91711;3;0.9;3;0;0;0
683;58;34;12;90504;1;0.1;2;0;0;1
4476;43;18;59;95039;3;0.8;3;0;1;0
3158;23;-1;13;94720;4;1;1;0;1;0
1047;51;26;34;94105;4;0.4;2;0;0;0
2951;42;16;55;95820;1;0.7;3;0;1;0
1286;38;13;113;94720;4;1.7;2;0;0;1
1770;60;36;62;94061;4;2.2;1;0;0;0
2001;28;2;NA;95670;1;0.1;2;0;1;0
1749;49;23;79;95819;3;0.7;2;1;1;0
4599;51;26;21;94143;4;0.8;1;0;1;0
4757;30;4;78;92677;4;2.2;2;0;0;0
360;32;NA;32;93106;1;1.9;3;0;1;0
4362;55;30;42;93940;2;2;2;0;0;1
4743;58;33;25;92121;4;0.9;2;0;1;1
3403;64;40;95;90095;2;0;3;0;1;1
2831;NA;35;NA;95616;4;1.3;1;0;1;0
1772;46;21;9;95023;2;0.7;3;0;1;0
629;NA;24;51;90071;1;1.3;2;0;0;0
1558;51;25;41;94939;4;1.8;1;0;0;0
2463;52;28;23;95828;3;0.4;1;0;1;0
400;28;3;84;90024;4;0.2;1;1;1;1
2702;50;26;55;94305;1;1.6;2;0;1;0
722;49;24;39;92717;1;1.4;3;1;1;0
588;50;24;94;93305;1;4.9;1;0;1;0
3864;34;10;21;91770;4;0.7;2;1;1;0
2292;47;23;90;95449;1;2.7;1;0;0;0
2797;57;32;30;94024;2;2;2;0;0;0
1368;62;38;42;95747;3;0.1;3;1;0;1
4666;40;16;65;90095;2;3.2;1;0;1;0
4413;34;10;19;91711;4;0.4;2;0;0;0
3560;51;25;68;94065;1;1.5;2;0;0;0
289;44;19;172;94306;2;4.3;3;0;1;0
4636;30;5;85;91910;2;2.5;1;0;1;1
2382;33;9;49;94928;1;2.4;2;0;1;0
91;55;30;118;90277;4;5.6;2;0;1;0
595;50;NA;85;94143;1;0;1;1;0;0
4034;54;24;69;93117;3;1.4;3;0;1;0
4270;47;23;12;92518;4;0.5;2;0;0;0
4519;53;28;30;94609;4;0.2;2;0;1;0
4894;42;12;39;94704;3;2;3;0;1;1
878;35;11;59;95123;4;0.1;2;0;0;0
2826;35;NA;48;95060;1;2.5;3;0;1;0
573;39;15;128;92333;1;3.4;1;1;0;0
3297;63;37;132;94080;1;4.4;2;0;1;0
382;55;29;73;95616;2;2.3;3;0;1;1
2644;63;38;14;92630;4;0.4;2;0;1;1
718;59;34;94;93940;3;0.5;1;0;0;1
4164;54;28;108;94110;4;1.9;2;0;1;0
2070;NA;4;35;90059;4;0.8;1;0;1;1
1501;54;NA;74;95014;2;1.1;1;0;1;0
2106;31;5;49;94114;4;1.8;3;0;1;1
176;45;20;NA;91711;4;1.1;2;0;1;0
1074;33;8;122;94583;1;0;1;0;1;1
2047;43;16;161;95134;3;8;2;0;1;1
2968;38;NA;95;94109;2;1.9;1;0;1;1
1549;57;32;21;92037;4;0.9;2;1;0;0
3755;63;37;112;93106;4;2.4;3;0;1;1
2359;53;27;63;93109;2;0.8;3;0;1;0
2546;25;-1;39;94720;3;2.4;2;0;1;0
195;53;29;144;92697;2;6.8;1;0;1;0
3489;40;15;51;94117;2;1.1;2;0;1;0
3346;35;11;14;94720;4;1;1;0;1;1
496;25;0;44;94545;4;0.6;2;0;1;1
3966;39;15;94;91941;2;1.9;1;1;1;0
4661;59;35;NA;92122;1;0.8;1;0;1;0
2776;NA;13;163;95039;1;4.1;1;0;0;0
1238;38;NA;NA;92093;1;6.8;3;0;1;1
168;33;9;23;94305;3;0.9;3;0;1;1
2355;NA;9;8;94043;1;0.4;2;0;1;0
3810;26;2;62;94080;4;1.6;1;0;0;0
1474;65;35;23;91711;1;1.5;3;0;1;0
4509;27;2;85;94117;1;1.9;1;0;1;1
581;52;22;22;90049;4;0.4;3;0;1;1
1116;NA;24;84;94117;3;2;2;0;0;0
2817;50;26;128;92780;2;0.4;1;0;1;0
4392;46;22;113;94105;2;3.3;1;0;0;1
2373;34;10;NA;93943;3;2.8;1;0;1;1
3978;54;27;NA;94309;3;1;2;0;1;1
4949;44;20;43;95032;1;0.7;1;0;0;1
759;64;39;35;90266;1;1.5;2;0;0;0
1372;58;32;65;95621;3;2.5;1;0;1;0
3178;30;4;83;91007;2;1.5;3;0;0;1
4831;37;12;60;95616;4;2.1;3;0;1;0
4603;57;32;81;94305;2;3.7;1;0;1;1
2771;36;6;69;90024;4;4;3;1;1;0
693;NA;2;NA;94720;1;1;3;0;0;0
3065;59;33;83;94701;3;4.4;1;1;1;0
987;53;27;101;90245;4;4.9;1;1;1;0
