IdCliente;TiempoBanco;NivelIngreso;SaldoCuenta;NumOperaMes1;NumOperaMes2;NumOperaMes3;NumOperaMes4;NumOperaMes5;NumOperaMes6;NumOperaNoBancMes1;NumOperaNoBancMes2;NumOperaNoBancMes3;NumOperaNoBancMes4;NumOperaNoBancMes5;NumOperaNoBancMes6;Moroso
178688;12;1;1711.99;0;0;0;2;1;0;8;8;9;19;18;17;1
178709;10;2;104.3;0;0;0;0;0;0;0;0;0;1;1;1;1
178854;12;0;1119.88;0;0;0;0;0;0;0;0;0;0;0;0;1
178895;38;2;741.08;0;0;0;1;0;0;0;0;0;0;0;0;1
178945;14;0;357.85;1;0;0;2;1;0;0;0;0;0;0;0;0
179227;33;0;945.19;0;0;0;0;0;0;3;3;3;3;3;3;1
179239;11;1;119.48;1;0;1;0;1;0;0;0;0;0;0;0;0
179538;85;2;2496.52;1;0;0;0;1;0;3;1;0;1;0;0;0
179545;45;2;9758.61;0;0;0;0;0;0;0;0;0;0;0;0;1
179642;37;2;0.01;0;0;0;0;0;0;0;0;0;0;0;0;1
179653;85;1;2601.04;0;0;0;0;0;0;0;0;0;0;0;0;1
179697;34;0;1572.51;0;0;0;0;0;0;0;0;0;0;0;0;1
179943;57;0;899.16;0;0;0;0;0;0;0;0;0;0;0;0;1
179989;52;1;5018.01;0;0;0;0;0;0;0;0;0;0;0;0;1
180078;24;0;639.95;0;0;0;0;0;0;0;0;0;0;0;0;1
180202;29;1;320.55;0;0;0;0;0;0;0;0;0;0;0;0;1
180295;6;0;328.51;0;0;0;0;0;0;0;0;0;0;0;0;1
180317;26;1;3185.2;0;0;0;0;0;0;0;0;0;0;0;0;1
180490;NA;1;64.19;2;1;1;2;1;0;6;5;1;1;0;0;0
180942;32;2;7681.53;0;0;0;0;0;0;0;0;0;0;0;0;1
181048;7;0;1099.66;0;0;0;0;0;0;0;0;0;0;0;0;1
181101;35;0;351.49;0;0;0;0;0;0;1;0;0;0;1;1;1
181735;20;2;600.35;0;0;0;0;1;0;0;0;0;0;0;0;1
181761;6;0;1320.13;0;0;0;0;0;0;0;0;0;0;0;0;1
181844;18;1;598.94;0;0;2;1;2;0;3;5;3;2;2;1;0
181882;13;1;1957.51;2;1;1;2;1;1;1;0;0;1;0;0;0
181958;21;2;200.35;0;0;0;0;0;0;0;0;0;0;0;0;1
181962;25;3;16837.61;0;0;0;0;0;0;0;0;0;0;0;0;1
182019;40;0;785.57;0;0;0;1;0;2;11;11;11;8;9;7;0
182023;9;1;5329.57;0;0;0;0;0;0;0;0;0;0;0;0;1
182884;22;2;6894.77;0;0;0;0;0;0;0;0;0;0;0;0;1
182898;14;2;4031.47;0;0;0;0;0;0;0;0;0;0;0;1;1
183003;34;2;1730.39;0;0;0;0;0;0;0;0;0;0;0;0;0
184113;8;0;816.67;0;0;0;0;0;0;0;0;0;0;0;0;1
184242;23;0;150.47;0;0;0;0;0;0;0;0;0;0;0;0;1
184290;NA;0;0.21;0;0;0;0;0;0;0;0;0;0;0;0;1
184381;28;2;313.89;0;0;0;0;0;0;0;0;0;0;0;0;1
184521;22;0;274.94;0;0;0;0;2;1;1;0;0;0;0;0;0
184554;8;0;2157.89;0;0;0;0;0;0;1;0;0;0;0;1;1
184659;12;0;609.49;0;0;0;0;0;0;0;0;0;0;0;0;0
184705;12;0;2486.99;1;1;1;0;0;0;1;0;0;1;0;0;0
184790;NA;1;896.23;1;1;0;1;1;1;1;2;2;1;0;0;0
184932;12;0;336.54;0;0;0;0;0;0;0;0;0;0;0;0;1
185573;63;1;415.86;0;0;0;0;0;0;0;0;0;0;0;0;1
185624;16;0;625.48;0;0;0;0;0;0;2;2;2;2;2;2;1
185928;32;NA;2277.94;0;0;2;1;0;0;1;1;2;1;1;1;0
185964;27;1;127.78;0;0;0;1;2;1;0;0;0;0;0;0;1
186072;14;2;8411.85;0;0;0;0;0;0;0;0;0;0;0;0;1
186171;29;1;1557.92;0;0;0;0;0;0;0;0;0;0;0;0;1
186470;NA;5;300.35;0;0;0;0;0;0;0;0;0;0;0;0;1
186737;24;0;165.21;0;0;0;0;0;0;0;0;0;0;0;0;1
187109;17;2;814.89;0;0;0;0;0;0;0;0;0;0;0;1;1
187175;6;0;1062.81;1;1;1;1;1;0;1;1;1;0;0;0;0
187561;115;3;52.78;0;0;0;0;0;0;0;0;0;0;0;0;1
187620;NA;0;416.24;0;0;0;0;0;0;0;0;0;0;0;0;1
187930;NA;1;11214.86;0;0;0;0;0;0;0;0;0;0;0;0;0
187992;62;1;948.3;0;0;0;0;0;0;0;0;0;0;0;0;1
188023;22;0;1656.74;0;0;0;0;0;0;0;0;0;0;0;0;1
188031;40;1;1181.27;0;0;0;0;0;0;0;0;0;0;0;0;1
188191;104;0;1426.09;0;0;0;0;0;0;1;0;0;0;0;0;1
188482;146;1;546.19;0;0;0;0;0;0;0;0;0;0;0;0;1
188658;53;1;971.32;1;1;0;1;1;1;0;0;0;0;0;0;1
188702;45;1;184.26;0;0;0;0;0;0;0;0;0;0;0;0;1
188839;93;0;30.45;0;0;0;0;0;0;0;0;0;0;0;0;1
188930;NA;3;61.4;0;0;0;0;0;0;0;0;0;0;0;0;1
188936;8;1;24.59;0;0;0;0;0;0;0;0;0;0;0;0;1
189104;83;0;2164.03;0;0;0;0;0;0;0;0;0;0;0;0;1
189193;51;NA;8174.27;0;0;0;0;0;0;0;0;0;0;0;0;1
189209;160;0;323.44;0;0;0;0;0;0;0;0;0;0;0;0;1
189282;90;1;10031.58;0;0;0;0;0;0;0;0;0;0;0;0;1
189461;117;3;346.87;0;0;0;0;0;0;0;0;0;0;0;0;1
189651;26;0;540.99;3;2;2;1;1;1;3;2;2;1;1;1;0
189687;13;1;1475.55;0;0;0;1;1;1;0;0;0;0;0;0;1
189718;33;0;1957.35;0;0;0;0;0;1;0;0;0;0;0;0;1
189743;31;3;57;0;0;0;0;0;1;0;0;0;0;0;0;1
189831;13;3;3846.43;0;0;0;0;0;0;0;0;0;0;0;0;1
189832;113;1;806.7;0;0;0;0;1;0;0;0;0;0;0;0;1
189953;47;0;1408.32;0;0;0;0;0;0;0;0;0;0;0;0;1
190057;183;1;457.81;0;0;0;0;0;0;0;0;0;0;0;0;1
190061;217;3;23944.86;0;0;0;0;0;0;0;0;0;0;0;0;1
190095;149;1;18.37;0;0;0;0;1;0;0;0;0;0;0;0;1
190119;48;1;3523.18;0;0;0;0;0;0;0;0;1;1;1;1;1
190542;13;4;30343.33;0;0;0;0;0;0;0;0;1;0;0;0;1
190578;6;1;1394.66;0;0;0;0;0;0;0;0;0;0;0;0;1
190693;54;1;17.9;0;0;0;0;0;7;2;2;2;5;16;17;1
190864;151;0;3469.52;0;0;0;0;0;0;0;0;0;0;0;0;1
191018;55;0;1394.26;0;0;0;0;0;0;1;1;1;0;0;0;1
191020;NA;1;1035.52;0;0;1;0;1;0;0;0;0;0;0;0;1
191029;84;1;2355.61;0;0;0;0;0;0;0;0;0;0;0;0;1
191043;31;1;4436.34;0;0;0;0;0;0;0;0;0;0;0;0;1
191155;15;0;2750.97;0;0;0;0;0;0;0;0;0;0;0;0;1
191316;186;NA;0.02;0;0;0;0;0;0;0;0;0;0;0;0;1
191586;165;0;3368.43;1;1;1;1;1;1;7;5;5;3;3;3;1
191692;40;0;1341.14;2;2;1;0;1;1;2;2;2;2;1;1;1
191856;155;3;19621.7;0;0;0;0;0;0;0;0;0;0;0;0;1
192077;109;1;342.32;0;0;0;0;0;0;0;0;0;0;0;0;1
192162;157;3;3781.3;0;7;7;7;7;6;12;12;12;11;10;9;1
192186;156;1;4719.19;0;0;0;0;0;0;0;0;0;0;0;0;1
192225;221;4;22330.15;1;0;0;0;0;0;0;0;0;0;0;0;1
192399;19;NA;390.6;0;0;0;0;0;0;0;0;0;0;0;0;1
192628;161;3;3777.02;0;0;0;0;0;0;0;0;0;0;0;0;1
192649;98;NA;546.63;0;0;0;0;1;0;0;0;0;0;0;0;1
192906;65;1;0.02;0;0;0;0;0;0;0;0;0;0;0;0;1
193114;7;0;1865.62;1;1;1;1;1;1;0;0;0;2;1;1;1
193121;26;1;4287.34;0;0;0;0;0;0;0;0;0;0;0;0;1
193169;205;1;7009.64;0;0;0;0;0;0;0;0;0;0;0;0;1
193269;46;1;2410.35;0;0;0;0;0;0;0;0;0;0;0;0;1
193501;40;NA;2086.21;0;0;0;0;0;0;1;1;0;0;0;0;1
193563;25;0;1165.53;2;2;2;1;0;0;3;2;2;2;1;0;0
193598;7;1;1036.8;2;3;2;2;1;0;2;1;0;2;1;0;0
193620;NA;0;218.68;0;0;0;0;0;0;0;0;0;0;0;0;1
193691;23;1;591.9;0;0;0;0;0;0;0;0;0;0;0;0;1
193757;77;1;7366.17;0;0;0;0;1;0;0;0;0;0;0;0;1
193760;NA;0;1130.42;0;0;0;0;0;0;1;1;1;0;0;0;1
193850;NA;1;6451.46;0;0;0;0;0;0;0;0;0;0;0;0;1
193917;13;1;1138.61;0;0;0;0;0;0;0;0;0;0;0;0;1
194268;19;0;484.59;2;2;1;0;0;1;4;3;2;1;0;1;0
194283;10;1;306.1;1;0;0;0;0;0;0;0;0;0;0;0;1
194379;46;1;16173.38;0;1;1;1;1;0;2;2;1;0;0;0;0
194380;NA;1;4133.89;0;0;0;0;0;0;0;0;0;0;0;0;1
194687;112;3;259.78;0;0;0;0;0;0;0;0;0;0;0;0;1
194750;NA;4;6321.52;0;0;0;0;0;0;0;0;0;0;0;0;1
194984;17;NA;10801.1;0;0;0;0;0;0;0;0;0;0;0;0;1
195136;64;1;649.2;0;0;0;0;0;0;0;0;0;0;0;0;1
195167;27;1;16.32;0;0;0;0;0;0;0;0;0;0;0;0;1
195356;161;3;14191.6;0;0;0;0;0;0;0;0;0;0;0;0;1
195415;35;1;770.46;0;0;0;0;1;0;0;0;0;0;0;0;1
195484;169;4;8681.48;0;0;0;0;0;0;0;0;0;0;0;0;1
195594;56;3;19.44;1;1;0;0;0;2;0;0;0;0;0;0;0
195596;99;4;1300.59;0;0;0;0;0;0;0;0;0;0;0;0;1
195728;12;0;975.93;0;0;0;0;0;0;0;0;0;0;0;0;1
195729;53;1;2268.2;0;0;0;0;0;0;0;0;2;1;0;0;0
196081;6;1;582.39;0;0;0;0;1;0;0;0;0;0;0;0;1
196116;121;3;871.96;0;0;0;0;0;0;0;0;0;0;0;0;1
196474;17;1;337;0;0;0;0;0;0;0;0;0;0;0;0;1
196480;NA;4;17507.11;0;0;0;0;0;0;0;0;0;0;0;1;1
196517;20;NA;2065.59;0;0;0;0;0;0;0;0;0;0;0;0;0
196869;28;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;1
196987;11;1;93.11;0;0;0;0;0;0;1;1;1;1;1;1;1
197036;183;1;423.52;0;3;2;1;0;1;0;0;0;0;0;0;1
197075;43;1;907.01;0;0;0;0;0;0;0;0;0;0;0;0;1
197206;108;4;1409.14;0;0;0;0;0;0;0;0;0;0;0;0;1
197376;16;0;1574.13;1;1;0;0;0;1;0;0;0;0;0;0;0
197394;111;1;3967.94;0;0;0;0;0;0;0;0;0;0;0;0;1
197534;179;1;1759.32;0;0;0;0;0;0;0;0;0;0;0;0;1
197540;NA;NA;1635.11;0;0;0;0;0;0;0;0;0;0;0;0;1
197589;54;NA;2397.34;0;0;0;0;0;0;0;0;0;0;0;0;1
197667;59;1;735.63;0;0;0;0;0;0;0;0;0;0;0;0;1
197743;112;1;6738.92;0;0;0;0;0;0;0;0;0;0;0;0;0
198094;53;1;42.18;0;0;0;0;0;0;0;0;0;0;0;0;1
198202;132;3;3022.77;0;0;0;0;0;0;0;0;0;2;2;2;1
198210;NA;3;745.43;0;0;0;0;0;0;0;0;0;0;0;0;1
198259;47;1;10278.84;0;0;0;0;0;0;0;0;0;0;0;0;1
198270;NA;4;24218.64;0;0;0;0;0;0;0;0;0;0;0;0;1
198380;NA;NA;11088.32;0;0;0;0;0;0;0;0;0;0;0;0;1
198383;107;4;31601.53;0;0;0;0;0;0;0;0;0;0;0;0;1
198412;10;1;3.95;0;0;0;0;0;0;0;0;0;0;0;0;1
198457;45;1;708.63;0;0;0;0;0;0;0;0;0;0;0;0;1
198496;55;1;1186.2;1;0;1;0;0;0;12;8;7;3;1;1;1
198595;19;4;617.88;0;0;0;0;0;0;0;0;0;0;0;0;1
198712;86;1;5898.19;0;0;0;0;0;0;0;0;0;0;0;0;1
198833;113;1;5461.81;0;0;0;0;0;0;0;0;0;0;0;0;1
198843;140;3;11543.01;0;0;0;0;0;0;0;0;0;0;0;0;1
198891;49;0;512.85;0;0;0;0;0;0;0;0;0;0;0;0;1
198903;88;1;284.28;0;0;0;0;0;0;0;0;0;0;0;0;1
198949;114;5;6549.48;0;0;0;0;1;0;0;0;0;0;0;0;1
198993;20;1;2659.33;0;0;0;0;0;0;1;1;1;1;1;1;1
199031;181;4;13127.52;0;0;0;0;0;0;0;0;0;0;0;0;1
199156;47;4;2570.46;0;0;0;0;0;0;0;0;0;0;0;0;1
199254;84;1;2552.62;0;0;0;0;0;0;0;0;0;0;0;0;1
199261;48;0;946.14;0;0;0;0;1;0;0;0;0;0;0;0;1
199277;164;1;4.94;0;0;0;0;0;0;0;0;0;0;0;0;1
199304;109;1;1328.89;0;0;0;0;0;1;0;0;0;0;0;0;1
199344;107;1;471.61;0;0;0;0;0;0;0;0;0;0;0;0;1
199434;54;1;353.99;0;0;0;0;0;0;0;0;0;0;0;0;1
199695;41;1;403.87;0;0;0;0;0;0;0;0;0;0;0;0;1
199952;56;1;1106.94;0;0;0;0;0;0;0;0;0;0;0;0;1
199990;NA;0;636.84;0;0;0;0;0;0;0;1;0;0;0;0;1
200147;120;1;1271.07;0;0;0;0;0;0;0;0;0;0;0;0;1
200436;84;0;1612.4;0;0;0;0;0;0;0;0;0;0;0;0;1
200446;97;1;904.73;0;0;0;0;0;0;0;0;0;0;0;0;1
200543;66;3;2422.22;0;0;0;0;0;0;0;0;0;0;0;0;1
200547;88;3;888.71;0;0;0;0;0;0;0;1;0;0;0;0;1
200723;140;3;7569.05;0;0;0;0;0;0;0;0;0;0;0;0;1
200820;NA;1;899.03;0;2;1;2;1;0;0;0;0;0;0;0;1
201046;109;4;3878.8;0;0;0;0;0;0;0;0;0;0;0;0;1
201113;18;0;81.32;0;0;0;0;0;0;0;0;0;0;0;0;1
201143;24;0;7479.77;0;0;0;0;0;0;0;0;0;0;0;0;1
201490;NA;1;2028.5;0;0;0;0;0;0;0;0;0;0;0;0;1
201609;56;0;2409.08;3;2;1;1;1;0;4;2;2;2;0;0;0
201743;77;NA;19588.92;0;0;0;0;0;0;0;0;0;0;0;0;1
201844;8;0;3653.15;0;0;0;0;0;0;0;0;0;0;0;0;1
201886;84;NA;9391.72;0;0;0;0;0;0;0;0;0;0;0;0;1
201896;131;3;8543.79;0;0;0;0;0;0;0;0;0;0;0;0;1
201926;40;3;53.94;0;0;0;0;0;0;0;0;0;0;0;0;1
202041;102;3;0.11;0;0;0;2;1;0;0;0;0;0;0;0;1
202381;70;4;9.83;0;0;0;0;0;0;0;0;0;0;0;0;1
202385;33;4;14665.98;0;0;0;0;0;0;0;0;0;0;0;0;1
202452;121;4;10937.7;0;0;0;0;0;0;0;0;0;0;0;0;1
202471;224;3;1.62;0;0;0;0;0;0;0;0;0;0;0;0;1
202488;92;3;6321.66;0;0;0;0;0;0;0;0;0;0;0;0;1
202523;89;1;363.67;0;0;0;0;0;0;0;0;0;0;0;0;1
202665;58;1;383.02;0;0;0;0;0;0;0;0;0;0;0;0;1
202712;96;1;2742.24;0;0;0;0;0;0;0;0;0;0;1;0;1
202735;18;1;6701.34;0;0;0;0;0;0;0;0;0;0;0;0;1
203015;63;1;259.32;0;0;0;0;0;0;0;0;0;0;0;0;1
203034;10;1;1783.81;0;1;0;0;1;1;0;0;0;0;0;0;1
203319;161;1;788.2;0;1;1;0;1;0;1;0;0;1;0;0;1
203486;91;0;37.01;0;0;0;0;0;0;1;1;0;0;0;0;1
203597;57;3;2651.97;0;0;0;0;0;0;0;0;0;0;0;0;1
203714;15;1;1571.79;0;0;0;0;0;0;0;0;0;0;0;0;1
203830;NA;1;11262.53;0;0;0;0;0;0;0;0;0;0;0;0;1
203990;NA;1;1734.81;0;7;6;5;4;3;3;3;3;3;3;2;1
204025;10;0;879.22;0;0;0;0;0;0;0;0;0;0;0;0;1
204072;49;1;6.28;0;0;0;0;0;0;0;0;0;0;0;0;1
204094;168;5;1508.4;0;0;0;0;0;0;0;0;0;0;0;0;1
204139;181;3;10180.08;0;0;0;0;0;0;0;0;0;0;0;0;1
204307;112;3;33843.63;0;0;0;0;0;0;0;0;0;0;0;0;1
204483;61;1;3859.28;0;0;0;0;0;0;0;0;0;0;0;0;1
204597;64;4;1351.54;0;0;0;0;0;0;0;0;0;0;0;0;1
204640;NA;1;1772.19;0;0;0;0;0;0;0;0;0;0;0;0;1
204684;77;1;37267.81;0;0;0;0;0;0;0;0;0;0;0;0;1
204694;112;1;223.85;0;0;0;0;0;0;0;0;0;0;0;0;1
204702;24;4;3068.64;0;0;0;0;0;0;0;0;0;0;0;0;1
204746;72;3;4996.75;0;0;0;0;0;0;0;0;0;0;0;0;1
204953;10;0;1493.2;0;0;0;0;0;0;1;1;1;1;1;1;1
205061;11;0;667.03;0;0;0;1;1;1;0;0;0;2;0;0;1
205176;194;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;1
205253;34;0;844.07;0;0;0;0;0;0;0;0;0;0;0;0;1
205297;93;1;1581.42;0;0;0;0;0;0;0;1;1;1;1;1;1
205305;103;1;2098.52;0;0;0;0;0;0;0;0;0;0;0;0;1
205332;122;4;0.09;0;0;0;0;0;0;0;0;0;0;0;0;1
205389;24;0;2967.43;1;0;0;0;0;0;0;0;0;0;0;0;1
205557;17;4;597.6;0;0;0;0;0;0;0;0;0;0;0;0;1
205635;43;1;5980.63;0;0;0;0;0;1;0;0;0;0;0;0;1
205647;171;1;717.03;0;0;0;0;0;0;0;0;0;0;0;0;1
205758;10;0;625.01;0;0;0;0;0;0;0;0;0;0;0;0;1
205774;18;1;12418.76;0;0;0;0;0;0;0;0;0;0;0;0;1
205929;55;0;4.95;0;0;0;0;0;0;0;0;0;0;0;0;1
206227;95;NA;19.32;1;0;0;0;0;0;0;0;0;0;0;0;1
206387;191;1;3179.27;2;1;0;0;2;1;0;0;0;0;0;0;0
206419;28;3;49.52;0;0;0;0;0;0;0;0;0;0;0;0;1
206531;14;1;6295.65;0;0;0;0;0;0;1;0;1;0;0;0;1
206697;108;1;475.66;0;1;0;0;0;0;1;0;0;0;0;0;1
206745;6;3;11705.51;0;0;0;0;0;0;0;0;0;0;0;0;1
206789;56;0;4821.84;0;0;0;0;0;0;0;0;0;0;0;0;1
206978;78;5;25714.32;0;0;0;0;0;0;0;0;0;0;0;0;1
207024;28;5;12669.48;0;0;0;0;0;0;0;0;0;0;0;0;1
207210;NA;3;2354.32;0;0;0;0;0;0;0;0;0;0;0;0;1
207249;135;1;9737.47;0;0;0;0;0;0;0;0;0;0;0;0;1
207271;90;5;7046.91;0;0;0;0;0;0;0;0;0;0;0;0;1
207391;45;3;577.39;0;0;0;0;0;0;0;0;0;0;0;0;1
207792;65;3;12886.59;1;0;0;0;0;0;1;0;2;2;2;2;1
207801;10;1;2185.18;0;0;0;0;0;0;0;0;0;0;0;0;1
207864;15;0;1225.77;0;0;0;0;0;0;0;0;0;0;0;0;1
208208;80;3;8808.31;0;0;0;0;0;0;0;0;0;0;0;0;1
208528;85;0;546.24;0;0;0;0;0;0;5;4;4;3;2;1;1
208780;NA;1;1243.73;0;0;0;0;0;0;0;0;0;0;0;0;1
208884;132;1;2017.96;0;0;0;0;0;0;0;0;0;0;0;0;1
209085;6;1;7128.7;0;0;0;0;0;0;0;0;0;0;0;0;1
209488;50;1;1145.4;0;0;0;0;0;0;0;0;0;0;0;0;1
209496;57;4;19992.75;0;0;0;0;0;0;0;0;0;0;0;0;1
209689;45;1;5514.32;0;0;0;0;0;0;0;0;0;0;0;0;1
209710;NA;0;1561.26;0;1;1;0;0;0;2;2;1;1;1;1;1
209822;53;1;877.19;0;0;0;0;0;0;0;0;0;0;0;0;1
209937;95;3;8520.34;0;0;0;0;0;0;0;0;0;0;0;0;1
210063;40;0;921.5;0;0;0;0;0;0;0;0;0;0;0;0;1
210189;17;0;1928.94;2;2;1;1;0;0;1;1;0;0;0;0;0
210268;71;NA;24189.84;0;0;0;0;0;0;0;0;0;0;0;0;1
210570;NA;1;2715.92;0;7;6;5;4;3;1;1;1;0;0;0;0
210990;NA;4;8123.88;0;0;0;1;0;0;0;1;0;0;0;0;1
211071;82;1;714.07;0;1;0;0;0;0;0;0;0;0;0;0;1
211231;15;NA;962.33;0;0;0;0;0;0;0;0;0;0;0;0;1
211232;17;1;2498.36;2;1;1;1;1;1;1;2;0;1;1;2;0
211285;44;1;45.82;0;0;0;0;0;0;0;0;0;0;0;0;1
211320;NA;0;824.59;3;3;2;1;0;1;6;5;2;1;2;1;0
211346;26;1;7458.83;0;0;0;0;0;0;0;0;0;0;0;0;1
211472;121;4;89.32;0;0;0;0;0;0;0;0;0;0;0;0;1
211582;42;0;770.1;1;0;0;0;0;0;2;0;0;1;0;0;0
211992;6;0;1876.81;3;2;1;0;0;0;5;3;1;0;0;0;0
212030;NA;0;1745.36;0;0;0;0;0;0;0;0;0;0;0;0;1
212064;122;NA;228.56;0;0;0;0;0;0;0;0;0;0;0;0;1
212300;NA;1;167.15;0;0;0;0;0;0;0;0;0;0;0;0;1
212523;52;0;5789.99;0;0;0;0;0;0;4;4;2;1;0;0;0
212614;33;1;1692.05;0;0;0;0;0;0;0;0;0;0;0;0;1
212783;30;1;275.93;0;0;0;0;0;0;0;0;0;0;0;0;1
212798;85;1;4179.39;0;0;0;0;0;0;1;0;0;0;0;1;1
212909;79;4;706.86;0;0;0;0;0;0;0;0;0;0;0;0;1
212945;22;1;904.63;0;0;0;0;0;0;0;0;0;0;0;0;1
212955;58;1;1478.6;0;0;0;0;0;0;0;0;0;0;2;0;1
212992;46;3;14146.43;0;0;0;0;0;0;0;0;0;0;0;0;1
213138;28;0;3078.45;2;1;2;1;1;0;4;4;5;2;0;1;0
213219;87;0;500.79;0;0;0;0;0;0;0;0;0;0;0;0;1
213290;NA;NA;932.58;0;0;0;0;0;0;0;0;0;0;0;0;1
213681;22;0;1259.31;0;0;0;0;0;0;0;0;0;0;0;0;1
213780;NA;1;973.74;0;0;0;0;0;0;0;0;0;0;0;0;1
214073;64;1;6278.63;0;0;0;0;0;0;0;0;0;0;0;0;1
214160;NA;1;3172.72;0;0;0;0;0;2;0;1;0;1;0;2;1
214225;44;1;1099.36;0;0;0;0;0;1;0;0;0;0;0;0;1
214294;7;1;2720.42;0;0;0;0;0;0;0;0;0;0;0;0;1
214542;11;NA;1901.91;0;0;0;0;0;0;0;0;0;0;0;0;1
214545;42;1;12305.41;0;0;0;0;0;0;0;0;0;0;0;0;1
214640;NA;1;518.97;0;0;0;0;0;0;0;0;0;0;0;0;1
214780;NA;3;13520.39;0;0;0;0;0;0;0;0;1;0;0;0;1
214988;23;1;6876.62;0;0;0;0;0;0;0;0;0;0;0;0;1
215061;50;4;1436.12;0;0;0;0;0;0;0;0;0;0;0;0;1
215120;NA;1;342.04;1;1;0;1;1;7;0;0;0;0;0;0;1
215148;35;1;932.09;0;0;0;0;0;0;0;0;0;0;0;0;1
215261;161;1;5434.33;1;1;0;0;0;0;0;0;0;1;0;0;0
215343;95;1;206.52;0;0;0;0;0;0;0;0;0;1;1;1;1
215363;56;1;418.95;0;0;0;0;0;0;0;0;0;0;0;0;1
215667;49;3;99.99;0;0;0;0;0;0;0;0;0;0;0;0;1
215692;9;1;10199.78;0;0;0;0;1;0;1;0;0;0;0;0;1
215721;6;0;977.48;0;0;0;0;0;0;0;0;0;0;0;0;1
216132;13;0;533.19;0;0;0;0;0;0;0;0;0;0;0;0;1
216311;196;1;95.13;0;0;0;0;0;0;0;0;0;0;0;0;1
216615;93;1;1776.12;2;1;1;2;1;1;10;6;4;2;2;1;0
216711;6;1;1556.44;0;0;0;0;0;0;0;0;2;2;2;2;1
216838;27;1;2322.18;3;3;2;2;2;1;7;7;5;2;1;1;0
217019;65;3;9956.7;0;0;0;0;0;0;0;0;0;0;0;0;1
217069;6;1;1041.71;0;0;0;0;0;0;0;0;0;0;0;0;1
217101;18;3;10070.27;1;0;0;0;0;1;1;0;0;0;0;1;1
217184;65;1;9224.34;0;0;0;0;0;0;0;0;0;0;0;0;1
217261;15;1;5730.38;0;0;0;0;0;0;0;0;0;0;0;0;1
217285;63;1;6313.72;0;0;0;0;0;1;0;0;0;0;0;0;1
217459;11;0;1188.46;2;2;1;1;0;0;2;3;3;2;0;0;0
217559;63;0;2841.32;1;1;1;0;0;1;0;0;0;0;0;0;0
217588;169;4;20025.35;2;1;1;0;0;0;15;12;7;4;3;2;0
217704;12;NA;201.19;0;0;0;0;0;0;0;0;0;0;0;0;1
217886;26;1;434.28;0;0;0;0;0;0;1;1;1;1;1;1;1
217910;NA;3;17476.32;0;1;0;0;0;1;0;0;0;0;0;0;1
218122;131;4;40454.84;0;0;0;0;0;0;0;0;0;0;0;0;1
218168;76;NA;16391.19;0;0;0;0;0;0;0;0;0;0;0;0;1
218185;87;4;3059.6;0;0;0;0;2;1;0;0;0;0;0;0;1
218201;61;2;674.84;0;0;0;0;0;0;0;0;0;0;0;0;1
218214;15;0;712.55;0;0;0;0;0;0;0;0;0;0;0;0;1
218472;14;1;913.28;1;1;1;1;1;1;1;1;1;1;1;1;1
218476;9;1;3008.8;0;0;0;0;0;0;0;0;0;0;0;0;1
218562;52;0;221.03;0;0;0;0;0;0;0;0;0;0;0;0;1
218573;10;0;592.08;0;0;0;0;0;0;0;0;0;0;0;0;1
218604;26;0;362.52;0;0;0;0;0;0;0;0;0;0;0;0;1
218914;72;1;1688.31;0;0;0;0;0;0;0;0;0;0;0;0;1
218948;135;3;3399.81;0;0;0;0;1;0;0;0;0;0;0;0;1
219141;114;3;91.39;0;0;0;0;0;0;2;1;1;0;0;0;1
219149;91;4;17855.19;0;0;0;0;0;1;8;7;6;6;5;6;1
219250;NA;1;30.02;0;0;0;0;0;0;0;0;0;0;0;0;1
219251;22;1;124.36;0;0;0;0;0;0;0;0;0;0;0;0;1
219341;52;0;2176;2;1;0;0;0;0;2;1;0;0;0;0;0
219498;155;4;10893.5;0;0;0;0;0;0;0;0;0;0;0;0;1
219854;155;1;1980.66;0;0;0;0;0;0;12;12;12;12;12;12;1
219945;24;NA;287.54;1;0;0;0;0;0;1;0;1;0;1;0;0
220063;33;1;1534.75;0;0;0;0;0;0;3;3;3;3;3;3;1
220174;32;1;2814.2;0;0;0;0;0;0;0;0;0;0;0;0;1
220227;54;1;537.71;0;0;0;0;0;0;0;0;0;0;0;0;1
220306;44;1;3815.13;0;0;0;0;0;0;0;0;0;0;0;0;1
220308;53;1;5564.23;0;0;0;0;0;0;0;0;0;0;0;0;1
220506;75;1;4150.29;0;0;0;0;0;0;0;0;0;2;0;0;1
220511;34;1;7640.51;0;0;0;0;0;0;0;0;0;0;0;0;1
220557;68;3;2723.7;0;0;0;0;0;0;0;0;0;0;0;0;1
220609;91;0;73.32;0;0;0;0;0;0;0;0;0;0;0;0;1
220617;71;1;19805.94;0;0;0;0;0;0;0;0;0;0;0;0;1
220766;16;0;614.61;0;0;0;0;0;0;0;0;0;0;0;0;1
220807;103;3;739.94;0;0;0;0;0;0;0;0;0;0;0;0;1
220849;17;1;4353.74;0;0;0;0;0;2;0;0;0;0;3;1;1
221066;59;1;2797.26;0;0;0;0;0;0;0;0;0;0;0;0;1
221080;NA;0;3069.41;3;2;1;2;1;1;8;3;1;1;1;2;0
