Id_cliente;Edad;Genero;Venta_total;N_Compras;FechaCompra;MontoCompra;MetodoPago;Tiempo;Navegador;Boletin;Vale
505361;28;1;125.5;2;16.12.21;46.106;1;636;0;0;1
505362;47;0;103.5;2;28.01.21;66.094;0;765;2;0;0
505363;50;0;199.9;4;30.12.21;55.65;1;565;0;0;0
505364;44;1;25.2;1;14.06.21;22.716;1;963;3;1;0
505365;24;1;56.8;1;09.10.21;53.96;1;595;0;0;0
505366;53;1;167.8;7;04.06.21;27.028;1;839;1;0;0
505367;51;0;275.8;4;24.04.21;54.528;1;594;0;0;0
505368;43;0;31.8;1;09.10.21;28.977;1;684;0;0;0
505369;38;1;107.6;5;08.09.21;19.845;2;713;0;1;0
505370;39;1;336.6;9;22.02.21;41.56;1;1277;2;0;0
505371;35;0;40.6;2;15.09.21;28.18;1;777;0;0;0
505372;44;1;540.2;7;02.10.21;62.483;1;572;3;1;1
505373;36;1;473.1;9;22.05.21;63.009;2;700;0;1;0
505374;26;1;61.2;5;04.12.21;18.812;1;489;1;0;1
505375;23;0;162.8;5;22.08.21;35.693;0;731;1;0;0
505376;27;1;49.1;1;02.05.21;46.645;1;1113;0;0;0
505377;39;0;40.4;1;04.01.21;37.769;1;820;1;0;0
505378;36;0;68.1;2;04.09.21;38.124;0;923;1;1;0
505379;39;0;320.9;8;18.03.21;40.313;1;596;1;1;0
505380;42;1;213.5;17;04.10.21;17.363;1;723;1;0;0
505381;28;1;101.5;1;11.07.21;84.783;1;797;1;0;1
505382;54;0;105.1;3;20.06.21;48.541;1;649;0;0;0
505383;33;0;245.5;8;01.03.21;26.121;2;852;0;1;0
505384;31;0;77.8;3;17.09.21;24.986;1;891;0;0;0
505385;42;0;298.3;3;02.03.21;52.725;1;858;1;0;0
505386;18;1;37.3;1;02.06.21;35.435;0;693;3;0;0
505387;27;0;121.9;4;02.11.21;48.762;1;976;0;1;1
505388;48;0;202.1;6;02.12.21;46.262;1;734;0;1;0
505389;18;1;68;2;28.12.21;36.837;1;717;0;0;0
505390;49;0;44.4;5;16.12.21;18.629;1;1019;1;1;1
505391;54;1;45.8;2;22.07.21;35.061;2;561;1;1;1
505392;32;1;56.3;1;15.03.21;53.485;1;453;1;0;1
505393;40;1;327.7;4;03.11.21;47.714;2;604;1;1;0
505394;49;1;139.1;5;20.10.21;28.543;1;810;2;0;0
505395;30;0;105.7;4;28.12.21;34.443;1;1011;0;1;0
505396;46;1;247.9;3;26.08.21;70.92;1;661;0;1;1
505397;28;1;287.6;3;21.02.21;76.444;1;1107;0;0;1
505398;30;0;41.2;1;03.07.21;39.14;1;725;3;0;0
505399;26;1;119.6;2;13.06.21;51.166;0;719;2;0;0
505400;40;1;512.3;9;04.11.21;41.072;2;627;0;1;0
505401;50;1;282.4;5;24.05.21;58.15;1;1131;0;1;1
505402;34;1;88;3;30.04.21;34.846;2;753;0;0;0
505403;21;0;64.7;3;30.01.21;24.598;1;480;3;0;0
505404;23;1;118.2;2;01.11.21;80.47;2;1222;0;0;0
505405;41;1;82.2;1;03.10.21;78.09;1;831;1;1;0
505406;58;1;341.2;8;16.01.21;36.505;1;924;0;0;0
505407;41;0;80.7;2;08.06.21;42.67;2;1063;1;1;0
505408;31;1;110.7;4;25.06.21;44.056;2;871;1;0;1
505409;45;1;120.6;3;21.06.21;36.926;1;955;0;0;0
505410;33;0;47.2;1;02.12.21;35.822;0;750;2;0;0
505411;31;1;170.3;3;24.02.21;59.359;1;912;0;0;0
505412;24;1;62.3;3;22.04.21;21.212;1;734;2;0;0
505413;53;1;158.3;4;08.03.21;27.396;1;776;0;1;0
505414;18;1;415.6;6;31.03.21;51.639;1;782;1;0;0
505415;46;0;45;1;28.11.21;39.213;1;709;0;0;0
505416;30;1;191.8;2;10.12.21;72.906;0;851;1;1;1
505417;31;1;345.4;7;17.01.21;36.789;1;870;0;0;0
505418;56;0;134.4;3;19.08.21;51.091;1;907;1;1;1
505419;27;0;71.6;2;26.03.21;32.489;1;895;0;1;0
505420;28;0;496.4;7;12.03.21;75.041;2;1140;0;1;1
505421;34;1;254.4;3;17.04.21;51.691;1;929;2;1;0
505422;41;0;47.8;2;12.03.21;21.458;1;743;0;0;0
505423;31;1;670.3;13;28.06.21;47.179;1;862;0;0;0
505424;18;1;527.6;6;30.12.21;55.072;0;1014;1;0;0
505425;26;1;146.7;4;03.08.21;35.119;1;609;0;0;0
505426;51;0;237.9;5;21.09.21;57.575;0;1103;2;0;1
505427;37;1;156.9;4;30.06.21;71.99;1;641;0;0;1
505428;41;0;505.7;17;06.01.21;33.111;2;882;3;1;0
505429;33;1;339.2;8;31.01.21;40.406;0;721;3;1;0
505430;28;0;184.1;5;09.04.21;28.791;1;771;0;0;0
505431;56;1;147.3;3;30.03.21;53.831;1;545;0;1;1
505432;34;0;38.4;2;03.11.21;23.85;1;923;1;1;0
505433;31;0;164.6;3;04.11.21;53.888;1;508;2;0;1
505434;49;1;75.4;1;08.11.21;71.63;1;520;0;1;0
505435;27;1;66.6;2;21.08.21;24.067;0;989;0;1;0
505436;29;1;294.7;3;23.07.21;77.885;2;1102;0;1;1
505437;36;1;135;6;25.08.21;34.87;0;620;2;1;0
505438;36;0;44.7;2;29.05.21;27.618;1;941;1;0;0
505439;39;0;188.8;5;02.09.21;38.919;2;923;0;1;1
505440;61;1;1048.9;17;17.10.21;44.76;1;764;0;1;1
505441;40;1;117.4;4;06.10.21;29.725;0;980;2;1;0
505442;18;1;368.9;6;13.08.21;55.761;2;691;3;0;0
505443;40;0;204.8;6;22.01.21;32.036;0;873;0;1;0
505444;36;1;652.4;23;22.09.21;41.812;1;554;0;1;0
505445;37;0;432;5;14.05.21;94.062;0;562;0;1;0
505446;39;1;198.2;7;29.09.21;34.226;1;970;1;0;0
505447;36;1;30.9;1;16.07.21;29.121;1;879;0;0;0
505448;35;1;32.3;1;18.11.21;30.549;2;754;0;0;0
505449;43;0;118.3;2;04.05.21;58.652;1;1083;2;1;0
505450;29;0;171.2;5;06.12.21;34.697;2;1122;0;0;0
505451;25;0;42.4;1;05.11.21;40.28;1;859;0;1;0
505452;72;0;298;8;01.05.21;31.059;1;518;0;1;1
505453;27;0;104.4;3;26.06.21;31.593;1;760;0;0;0
505454;37;1;995.3;19;13.07.21;55.683;1;630;0;1;0
505455;18;0;337.9;16;08.10.21;20.298;2;796;0;0;1
505456;37;0;59.4;4;09.09.21;18.964;1;611;0;0;1
505457;25;1;87.8;4;07.11.21;28.737;1;565;0;0;0
505458;31;0;495.5;13;16.05.21;29.142;2;313;3;1;0
505459;49;0;296.9;11;04.07.21;31.813;1;750;3;1;0
505460;42;1;150.2;6;07.06.21;32.229;1;366;0;0;0
505461;43;0;107.7;2;28.11.21;36.819;1;702;1;1;0
505462;18;0;105.8;3;22.04.21;28.317;1;905;0;0;0
505463;58;1;127.6;2;03.08.21;66.8;0;610;2;0;0
505464;22;0;62.9;1;13.02.21;54.342;0;525;3;1;1
505465;54;0;300.5;9;07.11.21;41.521;0;748;1;1;1
505466;48;0;192.1;3;21.05.21;56.765;1;611;1;1;0
505467;43;0;56.7;5;05.05.21;11.192;2;813;0;1;0
505468;26;1;304.9;8;01.08.21;41.736;1;594;0;0;0
505469;38;0;168.9;3;02.07.21;52.77;1;761;0;0;0
505470;30;0;44.1;2;06.11.21;31.477;2;718;0;0;1
505471;36;0;49.4;1;13.07.21;46.456;1;758;1;1;0
505472;33;1;80.8;5;08.07.21;26.97;1;1074;0;1;0
505473;18;0;146;4;08.02.21;39.608;1;816;0;0;0
505474;49;1;200.6;9;09.01.21;20.92;2;851;1;0;0
505475;35;0;220.6;6;26.05.21;52.739;0;628;2;0;0
505476;30;1;362.5;9;31.12.21;36.619;2;800;1;1;0
505477;29;0;114.9;5;01.12.21;39.797;1;731;0;0;0
505478;40;0;308.2;10;18.08.21;40.44;1;745;2;1;1
505479;25;1;60.6;1;19.08.21;57.57;0;897;0;0;0
505480;18;0;154.8;4;23.05.21;38.909;1;670;1;1;0
505481;41;1;290.4;5;06.03.21;54.795;1;708;0;0;0
505482;42;1;37.1;2;04.01.21;28.07;2;692;0;0;0
505483;34;1;48.2;1;04.05.21;45.79;1;619;4;0;0
505484;22;0;327.7;4;26.04.21;69.122;2;811;0;0;0
505485;37;1;530.7;8;11.03.21;74.183;1;714;0;1;0
505486;18;0;60.8;6;05.04.21;10.762;2;1050;0;1;0
505487;24;1;295.8;11;10.01.21;38.555;0;1192;4;0;0
505488;27;1;179.3;8;10.08.21;18.067;2;638;2;0;0
505489;46;1;37.2;1;05.12.21;35.34;2;833;0;0;1
505490;32;1;588.8;15;10.09.21;33.112;1;947;1;1;1
505491;31;1;894.7;11;13.06.21;46.991;1;732;0;0;0
505492;59;1;37.5;1;03.06.21;35.345;2;581;1;0;0
505493;40;0;126.9;6;23.04.21;25.66;0;1093;0;0;0
505494;40;1;260.2;6;21.02.21;45.452;1;904;0;1;0
505495;32;0;352.1;12;07.08.21;22.888;2;817;1;0;0
505496;29;0;312.2;16;26.07.21;24.518;1;981;3;1;0
505497;18;1;439;25;03.01.21;32.279;0;919;0;1;1
505498;48;0;267.8;6;01.06.21;33.668;1;771;0;0;0
505499;41;1;302.1;8;12.04.21;37.58;1;544;3;0;0
505500;34;0;40.8;1;04.03.21;38.76;2;691;0;0;0
505501;34;0;143.8;5;14.09.21;32.165;1;997;0;1;1
505502;45;1;66.7;2;11.07.21;40.991;2;903;0;0;0
505503;18;0;67;2;20.08.21;35.195;1;746;0;0;0
505504;29;1;152.7;4;18.09.21;35.805;1;1098;0;0;0
505505;22;1;20.8;1;25.12.21;19.76;1;752;0;1;1
505506;57;1;316.5;7;21.10.21;44.931;0;958;0;1;0
505507;47;0;50.6;1;15.08.21;47.579;0;820;0;0;0
505508;18;1;357.4;8;17.11.21;52.335;1;1088;2;1;1
505509;18;0;253.9;7;24.06.21;35.915;2;916;0;0;0
505510;34;0;180.1;3;26.12.21;58.211;1;768;1;0;0
505511;30;0;235.6;6;05.10.21;43.852;1;748;0;0;0
505512;20;0;135.8;3;26.08.21;27.805;1;777;0;1;0
505513;59;0;125.9;4;26.11.21;35.299;1;649;0;1;0
505514;40;0;91;3;08.07.21;27.232;2;534;0;0;0
505515;42;0;40.9;2;21.09.21;23.022;1;816;1;0;0
505516;28;1;432.7;8;14.04.21;48.234;1;684;0;0;0
505517;45;0;33.9;1;18.12.21;32.205;1;663;1;0;0
505518;31;0;406.3;6;16.08.21;46.582;1;704;3;0;0
505519;33;0;352.9;4;13.10.21;81.415;1;789;0;0;0
505520;43;0;150.1;3;18.06.21;62.855;0;721;3;0;1
505521;18;1;97.6;5;13.11.21;21.666;0;1093;0;0;0
505522;55;1;69.8;3;28.01.21;28.102;1;899;0;0;0
505523;38;1;82.9;2;11.02.21;45.482;2;1159;0;0;0
505524;51;1;212.4;5;05.07.21;42.856;1;661;2;0;0
505525;23;0;282;5;25.09.21;65.138;0;901;1;0;0
505526;25;1;107.2;3;23.10.21;29.833;1;641;4;1;0
505527;22;0;35.2;1;10.06.21;22.373;1;659;1;0;1
505528;39;0;24.7;1;26.08.21;23.161;2;1166;0;0;0
505529;37;0;66.5;2;21.07.21;58.247;1;582;3;0;0
505530;30;0;140.7;4;17.12.21;43.944;1;318;3;0;1
505531;24;1;1277.9;25;27.08.21;56.235;1;613;2;1;1
505532;21;0;105.8;3;02.06.21;29.285;1;399;1;0;0
505533;35;0;26.4;1;20.12.21;24.81;0;569;2;0;0
505534;30;0;56.8;1;09.02.21;53.96;1;625;0;0;1
505535;28;1;156.4;10;26.12.21;18.774;1;726;3;0;0
505536;55;1;261;8;26.02.21;45.159;0;341;4;1;0
505537;35;1;142.6;3;16.04.21;74.485;1;975;1;1;0
505538;51;1;26.7;2;27.10.21;13.107;2;442;0;0;0
505539;30;1;48;3;25.09.21;23.057;0;757;0;0;0
505540;39;0;155.9;5;21.12.21;33.774;1;662;3;0;0
505541;35;0;227;7;01.10.21;27.649;1;869;3;0;0
505542;18;0;51;2;21.08.21;32.19;0;823;1;0;0
505543;53;0;378.1;3;07.05.21;95.022;2;934;3;0;0
505544;34;1;174;8;02.01.21;26.205;1;715;0;0;0
505545;45;0;34.1;1;15.02.21;31.92;0;636;3;0;0
505546;27;0;101.1;5;19.04.21;22.529;1;854;0;0;0
505547;34;1;121.5;6;15.01.21;18.663;0;965;0;1;0
505548;26;0;328;6;05.07.21;50.43;0;929;0;1;1
505549;51;0;114.6;6;11.10.21;17.425;1;838;0;0;0
505550;40;0;95.3;3;18.12.21;22.035;0;822;0;1;1
505551;40;1;183.3;5;28.06.21;35.011;2;733;2;0;0
505552;52;0;410.4;10;16.11.21;46.963;2;854;0;0;0
505553;50;0;617.2;24;26.12.21;29.261;2;1126;1;1;1
505554;45;0;74.5;4;10.11.21;25.848;1;736;0;0;0
505555;19;1;76.8;4;19.06.21;15.621;1;674;2;1;0
505556;28;0;65.2;2;29.04.21;51.56;1;701;0;1;1
505557;24;0;37;1;23.12.21;35.15;1;830;1;0;0
505558;45;1;356.3;10;30.03.21;36.939;2;378;1;0;0
505559;38;1;76.3;5;31.05.21;19.398;1;756;0;0;0
505560;19;0;275.5;5;28.01.21;54.36;0;939;0;1;1
505561;34;0;30;1;17.10.21;27.943;1;685;0;0;0
505562;18;0;296.9;5;26.08.21;49.617;0;814;0;1;0
505563;35;1;210.4;7;31.01.21;26.054;2;1160;0;0;0
505564;18;0;122;3;23.03.21;38.508;0;840;0;0;0
505565;42;1;149.2;6;22.07.21;25.419;1;357;1;0;0
505566;41;1;256.9;4;17.07.21;53.957;2;526;0;1;0
505567;59;1;62.7;3;20.10.21;20.918;1;735;0;1;0
505568;46;0;234.1;4;08.04.21;41.284;1;635;0;0;0
505569;31;1;126.2;5;04.12.21;20.206;2;799;0;0;0
505570;46;1;55.5;2;12.06.21;29.74;2;727;0;0;0
505571;19;1;182.4;3;28.10.21;45.22;0;970;1;0;0
505572;24;0;97.9;3;29.03.21;24.02;0;564;1;1;1
505573;40;1;146.8;2;14.01.21;43.221;1;743;0;0;0
505574;18;1;455.8;7;21.01.21;55.183;0;819;0;1;1
505575;36;1;14.6;1;17.05.21;13.87;0;841;0;0;0
505576;24;1;487.2;14;14.12.21;44.221;1;786;1;1;0
505577;37;0;580.6;13;18.01.21;58.085;0;346;0;1;0
505578;23;0;94.5;3;15.05.21;24.494;0;755;2;0;0
505579;41;1;144.1;3;09.02.21;28.667;2;733;1;1;1
505580;36;1;112.9;6;07.12.21;17.175;1;916;1;0;0
505581;53;1;70.9;3;04.09.21;23.388;1;910;0;1;0
505582;36;0;182.7;3;06.10.21;53.699;0;763;3;0;0
505583;27;0;33.4;1;18.09.21;29.005;1;836;0;0;0
505584;33;1;421;7;28.08.21;43.829;1;1023;0;1;0
505585;20;1;168.3;8;10.10.21;24.351;1;927;3;1;0
505586;41;0;114.2;3;03.01.21;33.944;1;810;1;1;0
505587;43;0;75.2;1;12.11.21;61.314;1;1166;0;1;0
505588;66;1;147.8;2;28.09.21;76.117;1;667;0;1;1
505589;29;0;50.7;2;27.09.21;37.493;1;567;0;1;0
505590;33;0;81.9;4;24.05.21;35.368;1;738;2;1;1
505591;29;0;25.3;1;20.10.21;24.035;0;713;0;0;0
505592;39;0;132.5;2;20.05.21;50.214;1;336;0;0;0
505593;41;0;49.2;1;18.01.21;33.164;1;663;0;0;0
505594;35;1;142.8;3;28.11.21;62.691;1;772;4;1;0
505595;49;1;66.6;3;27.03.21;20.315;2;750;1;0;1
505596;29;1;121.3;7;07.02.21;28.818;0;640;0;1;0
505597;48;1;364.4;13;15.08.21;32.728;1;728;3;1;0
505598;42;0;338.3;7;27.03.21;44.066;1;802;0;1;0
505599;36;0;118.2;5;10.11.21;19.171;0;869;2;1;0
505600;32;0;311.9;11;11.06.21;33.58;0;645;1;1;0
505601;65;0;58;1;02.01.21;55.1;1;937;0;1;0
505602;26;1;155.3;4;14.12.21;39.519;1;544;2;0;0
505603;40;0;197.9;7;07.07.21;39.466;2;629;3;1;0
505604;27;1;31.6;1;06.04.21;24.275;1;1086;0;1;0
505605;57;0;360.2;10;05.09.21;36.987;2;596;0;1;1
505606;47;0;127.8;7;13.07.21;22.278;0;621;2;0;0
505607;28;0;108.7;2;11.01.21;55.209;1;554;0;0;0
505608;42;0;58.5;1;05.10.21;49.626;1;631;0;1;1
505609;39;1;212.2;7;27.05.21;37.076;1;805;0;1;0
505610;30;1;87.8;3;13.09.21;42.466;1;867;2;1;1
505611;45;0;66.5;1;23.11.21;63.175;1;757;1;1;0
505612;41;1;483.3;3;11.08.21;97.01;1;662;3;1;1
505613;39;1;45.4;1;03.09.21;36.317;1;556;0;0;0
505614;35;0;179.2;6;03.04.21;43.067;0;579;4;1;1
505615;41;0;43;1;28.03.21;40.85;1;502;0;0;0
505616;39;0;614.4;8;01.06.21;80.638;1;893;1;1;1
505617;37;0;107.8;2;08.11.21;56.951;1;905;1;0;1
505618;28;1;290.6;8;11.07.21;41.89;2;773;0;1;0
505619;56;0;330.6;9;08.05.21;52.067;1;839;1;0;0
505620;23;1;176.1;5;12.10.21;42.233;1;938;0;0;0
505621;41;1;131.4;8;08.11.21;18.678;1;798;0;1;0
505622;32;0;74.6;1;26.11.21;66.744;1;1011;1;1;1
505623;57;1;52.6;2;20.04.21;25.201;1;596;0;1;0
505624;25;0;82.9;2;17.09.21;39.669;1;697;1;1;1
505625;27;0;39.2;2;04.08.21;28.317;2;696;0;1;1
505626;24;0;58.4;2;13.06.21;31.104;1;897;0;0;0
505627;40;0;414;8;25.05.21;39.767;1;502;1;1;0
505628;20;0;534.7;12;11.02.21;61.283;1;1041;0;1;0
505629;30;1;180;4;11.04.21;32.714;1;821;3;1;1
505630;18;1;132.2;2;20.07.21;64.236;1;1025;4;0;0
505631;39;1;80.1;4;20.11.21;17.026;1;773;0;1;0
505632;30;0;118.1;9;13.11.21;23.307;1;681;0;0;1
505633;18;1;57.1;2;10.03.21;26.675;1;898;0;1;1
505634;49;0;320.9;8;05.09.21;49.848;1;926;2;0;0
505635;20;1;111.4;5;31.01.21;21.873;2;651;0;0;0
505636;46;1;21.2;1;04.09.21;19.952;2;360;3;0;0
505637;28;1;530.2;5;05.05.21;93.763;0;381;4;1;1
505638;55;0;52.2;2;14.06.21;33.961;1;827;0;1;0
505639;45;1;727.5;9;19.09.21;71.82;1;1037;1;1;0
505640;24;1;61;1;05.06.21;55.681;1;546;0;0;0
505641;25;0;807.8;15;22.10.21;50.312;2;731;0;1;0
505642;43;1;123.8;2;14.07.21;73.921;2;717;0;0;1
505643;33;0;72.6;2;31.12.21;31.627;1;1106;1;0;0
505644;34;0;237;11;21.08.21;24.787;2;1187;0;1;1
505645;51;1;330.6;8;19.04.21;44.146;1;796;3;0;0
505646;27;1;107.8;3;10.10.21;29.872;1;942;0;1;0
505647;37;0;234.5;3;29.05.21;46.793;0;917;1;0;0
505648;47;0;938.2;18;14.07.21;52.483;0;490;3;1;0
505649;46;0;36.7;2;19.02.21;25.589;0;886;1;0;0
505650;34;0;75.1;3;13.02.21;26.823;2;596;0;0;0
505651;33;1;39.4;1;29.07.21;33.626;2;749;0;0;0
505652;18;0;646.8;12;10.03.21;58.881;1;985;0;1;0
505653;23;1;34.3;2;31.12.21;24.579;1;795;0;0;0
505654;40;0;165.2;2;09.11.21;77.497;1;918;3;0;0
505655;34;0;79.4;5;13.09.21;16.697;1;1014;0;0;0
505656;37;0;247.9;4;26.09.21;72.519;2;464;0;0;0
505657;48;0;42.2;1;06.08.21;39.356;0;348;2;0;0
505658;22;0;158.9;3;23.01.21;42.29;0;989;0;1;0
505659;33;0;119;3;24.05.21;43.988;1;936;3;0;0
505660;38;0;15.1;1;30.06.21;12.347;2;826;0;0;0
505661;28;0;63.3;2;01.12.21;30.812;1;851;0;1;0
505662;53;1;187.4;7;22.03.21;34.419;1;921;1;0;0
505663;47;1;161;4;01.07.21;71.409;0;937;0;1;1
505664;39;1;519.7;15;06.05.21;32.715;1;665;3;1;0
505665;58;0;71.6;1;19.02.21;68.02;1;952;0;1;0
505666;18;0;568.2;9;07.02.21;75.47;0;718;0;0;0
505667;36;0;48.3;1;14.05.21;45.588;2;824;0;0;0
505668;40;1;57;2;31.01.21;38.192;2;816;0;0;0
505669;25;1;120.5;5;25.01.21;22.547;1;605;1;0;0
505670;40;0;604.4;16;09.05.21;55.012;1;646;0;1;1
505671;23;0;58.2;2;15.03.21;31.151;1;1162;1;0;0
505672;44;0;113.7;2;22.07.21;64.059;1;559;3;0;0
505673;49;0;90.5;7;07.01.21;18.814;2;847;0;1;0
505674;39;1;195.2;6;21.04.21;31.575;1;864;1;1;1
505675;18;0;52.1;1;15.06.21;49.495;2;770;0;1;0
505676;24;0;409.2;3;18.12.21;75.172;1;861;2;0;0
505677;43;0;197.5;5;20.08.21;48.992;0;839;0;1;0
505678;36;0;301.1;3;18.11.21;64.187;2;603;1;1;0
505679;18;0;222.4;6;06.05.21;36.569;1;877;0;1;0
505680;51;0;629.8;9;14.06.21;78.79;0;682;0;0;0
505681;38;0;42.1;1;03.06.21;39.751;1;1093;0;0;0
505682;26;0;48.1;1;20.11.21;44.994;1;857;0;0;0
505683;48;1;234;7;17.12.21;39.263;1;594;3;1;0
505684;28;0;52.9;2;18.12.21;31.832;0;842;0;0;0
505685;28;0;117.4;3;02.10.21;43.484;2;544;4;0;0
505686;40;1;401.8;12;03.07.21;40.215;2;826;0;0;0
505687;57;0;283.7;5;17.07.21;45.382;2;739;0;1;0
505688;55;1;72;7;24.12.21;13.491;1;631;0;0;0
505689;40;1;40.3;2;14.04.21;24.296;0;629;0;0;0
505690;42;0;156.6;6;07.05.21;27.854;1;1178;2;1;0
505691;45;0;61.5;4;24.11.21;18.895;2;796;0;1;0
505692;21;1;357;13;22.05.21;21.727;2;642;3;1;0
505693;44;0;156.3;4;27.03.21;49.321;1;671;0;1;0
505694;27;0;44.1;1;24.07.21;41.35;1;865;0;0;0
505695;40;1;553.4;11;29.04.21;55.665;1;665;0;0;0
505696;33;0;56.7;1;22.11.21;53.865;1;563;1;0;0
505697;42;1;95.1;1;28.11.21;55.932;2;774;0;0;0
505698;37;1;192.9;4;22.04.21;35.42;2;713;3;0;0
505699;18;1;492.6;7;13.07.21;62.441;1;705;0;0;0
505700;38;1;186.4;6;26.12.21;32.623;1;620;0;0;1
505701;44;1;1144.2;11;28.09.21;73.126;2;670;2;1;1
505702;41;0;361.4;7;20.03.21;54.406;1;675;1;0;0
505703;35;1;476.3;11;04.08.21;47.034;1;630;2;1;0
505704;56;1;320.1;9;15.08.21;36.538;0;830;0;1;0
505705;40;1;51.6;2;27.08.21;26.872;1;1161;1;0;0
505706;41;1;76.4;2;10.01.21;35.742;1;1020;0;0;0
505707;49;1;19.1;1;20.04.21;18.145;0;1060;4;1;0
505708;40;0;103.9;3;08.11.21;68.149;2;678;0;1;1
505709;25;1;268.1;9;30.03.21;28.2;1;1041;2;0;0
505710;18;0;94;3;20.04.21;28.104;2;821;0;0;0
505711;30;0;35.9;2;28.04.21;17.714;1;918;2;1;1
505712;45;0;75.3;4;06.03.21;22.432;2;822;2;1;0
505713;32;1;413;5;26.02.21;134.871;1;658;3;1;1
505714;46;1;289.7;8;07.05.21;27.464;1;910;0;0;0
505715;38;0;512.9;10;16.11.21;56.34;1;867;0;1;0
505716;51;0;35.5;2;01.01.21;20.054;1;422;2;0;0
505717;32;0;201.7;12;14.04.21;19.673;1;738;1;0;0
505718;42;0;240.2;6;23.01.21;35.546;0;917;1;1;0
505719;42;0;270.8;6;24.07.21;36.177;0;830;0;0;0
505720;54;1;60.7;2;02.04.21;27.603;1;865;0;0;0
505721;18;0;108.8;3;17.10.21;33.299;0;645;0;1;0
505722;30;0;120.3;5;02.08.21;28.63;1;806;1;1;1
505723;46;0;233.5;4;14.10.21;73.604;1;763;0;1;1
505724;55;0;242;3;20.08.21;89.441;1;743;0;0;0
505725;39;1;120.8;2;10.06.21;55.108;1;618;2;0;0
505726;32;0;32.9;2;11.11.21;18.996;1;945;0;0;0
505727;45;0;49;1;23.06.21;42.892;1;782;3;0;0
505728;46;1;161.8;5;13.12.21;27.841;1;824;0;0;0
505729;32;0;349.2;11;30.12.21;27.023;1;1149;0;1;0
505730;40;1;86.8;2;03.08.21;48.311;1;865;0;0;0
505731;50;1;704.4;22;04.09.21;44.116;1;996;0;0;1
505732;59;1;155.3;4;04.04.21;38.817;1;809;1;0;0
505733;45;1;98;3;25.10.21;36.905;1;716;0;0;0
505734;37;0;42;2;03.09.21;27.895;1;589;0;0;1
505735;35;0;165.4;8;26.11.21;22.191;1;823;0;1;0
505736;43;0;109.3;3;08.04.21;31.487;1;281;1;0;0
505737;35;0;50.7;2;15.10.21;31.466;1;789;2;1;0
505738;38;0;448.2;7;21.06.21;42.209;2;837;0;1;0
505739;23;0;949.2;16;09.03.21;52.208;0;741;0;1;0
505740;52;0;88.9;3;04.03.21;33.312;2;763;0;1;0
505741;22;0;644.6;14;25.07.21;41.465;1;535;1;1;1
505742;31;1;1059.4;25;27.04.21;52.95;0;1029;0;1;0
505743;37;0;65;2;07.02.21;31.271;1;719;0;0;0
505744;60;0;334.5;7;05.06.21;42.914;1;565;2;0;0
505745;31;0;363.1;8;27.08.21;38.596;2;878;0;1;0
505746;28;1;268.4;9;27.04.21;30.924;1;780;1;1;0
505747;29;0;196.1;13;15.12.21;19.764;1;715;0;1;0
505748;56;1;71.7;3;12.10.21;26.578;0;636;3;1;1
505749;18;0;360;5;07.07.21;53.091;1;779;0;0;0
505750;24;0;142.9;10;08.12.21;16.916;1;1022;0;0;0
505751;69;1;282;4;08.06.21;91.571;0;865;0;1;1
505752;43;0;48.6;2;20.02.21;25.813;1;774;0;1;0
505753;23;0;18.5;1;14.01.21;16.105;2;913;1;1;0
505754;35;0;291.7;14;09.12.21;27.432;1;785;0;1;0
505755;37;0;32.6;3;17.12.21;12.694;1;852;0;0;0
505756;46;0;52.9;4;27.09.21;17.062;1;787;1;0;0
505757;58;0;423.9;8;07.02.21;37.699;2;886;0;0;0
505758;41;0;55.8;4;18.04.21;17.648;1;680;1;0;0
505759;30;1;130;7;15.01.21;18.055;1;555;1;1;0
505760;45;0;65.6;2;19.01.21;43.248;1;943;0;1;1
505761;28;0;40.6;1;31.03.21;36.893;1;1031;1;1;0
505762;24;1;53.8;1;28.07.21;42.47;1;523;3;0;0
505763;18;0;69.1;2;24.01.21;36.142;1;772;2;0;0
505764;18;1;39.1;1;26.12.21;32.4;1;699;0;0;0
505765;25;0;52.2;1;16.06.21;45.227;0;939;0;0;0
505766;22;1;462.8;9;07.04.21;48.507;1;764;3;0;0
505767;40;1;319.6;7;08.07.21;36.716;1;1359;1;0;0
505768;22;0;73.1;1;16.10.21;41.756;0;726;0;0;0
505769;18;1;41.8;3;25.04.21;10.244;1;1057;0;0;0
505770;23;1;59;3;18.01.21;29.282;0;1054;1;1;0
505771;30;1;278.1;6;19.01.21;65.466;1;836;2;1;0
505772;29;0;51.5;2;07.11.21;26.346;1;727;3;0;0
505773;54;0;52.7;2;10.02.21;43.815;1;737;3;1;0
505774;29;0;224.2;6;20.08.21;38.837;1;782;0;0;0
505775;47;1;132.4;7;21.05.21;27.673;0;964;1;0;0
505776;36;0;89.1;2;11.10.21;42.858;1;623;0;1;0
505777;35;0;219.1;7;23.01.21;28.467;1;751;0;0;0
505778;26;1;113.2;4;24.11.21;32.993;0;729;0;1;1
505779;35;0;28.9;1;12.09.21;27.056;1;409;3;0;0
505780;27;1;24.2;1;13.06.21;22.99;1;935;0;0;0
505781;38;0;136.5;6;17.03.21;22.263;1;971;0;0;0
505782;33;1;82.7;4;23.12.21;28.064;1;666;0;0;0
505783;25;0;172;6;21.04.21;36.02;0;965;0;0;0
